0.035960875	1.127
0.044491902	2.294
0.02891845	3.483
0.030497103	4.66
0.048358238	5.829
0.054262304	6.988
0.046921922	8.118
0.030496173	9.196
-0.013236092	10.211
-0.073260073	11.17
-0.096618357	12.124
-0.105842506	13.056
-0.108991826	13.964
-0.106213489	14.852
-0.102690491	15.733
-0.100979501	16.621
-0.095238095	17.52
-0.0975039	18.439
-0.091810503	19.394
-0.065019506	20.392
-0.053143434	21.411
-0.013567785	22.438
0.040965139	23.494
0.054484036	24.601
0.059916117	25.729
0.063027858	26.868
0.05764021	28.013
0.053714347	29.183
0.048859139	30.381
0.042962708	31.615
0.040264133	32.883
0.036047727	34.187
0.028325402	35.53
0.013651132	36.907
0.00170838	38.319
-0.000972367	39.769
-0.001542798	41.255
0.001754928	42.781
0.00275843	44.353
-0.001334424	45.951
-0.003367264	47.573
-0.001727772	49.234
0	50.928
0.000684624	52.656
0	54.414
0.002127171	56.204
0.002668503	58.026
0.001588426	59.878
0	61.735
0.001026347	63.557
0.001771614	65.311
0.003183831	66.979
0.001896112	68.565
-0.002103187	70.071
-0.002934884	71.516
0	72.915
0.003395563	74.259
0.016327064	75.551
0.039690415	76.801
0.055925284	78.025
0.065750542	79.229
0.069783671	80.415
0.065286936	81.589
0.065496463	82.765
0.072369373	83.945
0.07104291	85.132
0.068601221	86.324
0.070791448	87.521
0.060960741	88.731
0.040811329	89.957
0.019050159	91.197
-0.01119871	92.455
-0.033078628	93.755
-0.040744815	95.105
-0.042850409	96.503
-0.034957701	97.94
-0.0278257	99.408
-0.032193677	100.906
-0.031631556	102.438
-0.016150914	104.002
-0.00811438	105.589
-0.011357957	107.214
-0.00371063	108.873
0.002987643	110.527
-0.004663701	112.149
-0.007375882	113.728
0	115.255
0.00126479	116.723
-0.00512513	118.135
-0.009224411	119.494
-0.01278985	120.8
-0.015977759	122.056
-0.035029951	123.272
-0.06375518	124.464
-0.069979006	125.644
-0.069290466	126.796
-0.063783646	127.933
-0.058095625	129.064
-0.066050198	130.186
-0.076934913	131.299
-0.078988942	132.394
-0.072753729	133.472
-0.075204933	134.536
-0.076266016	135.597
-0.078678206	136.662
-0.078870573	137.742
-0.061637081	138.85
-0.045837917	139.981
-0.037708813	141.137
-0.027644164	142.322
-0.002294099	143.541
0.016790919	144.766
0.030397909	145.982
0.047678078	147.171
0.058370301	148.309
0.073686537	149.393
0.08353521	150.454
0.089469446	151.494
0.090942161	152.518
0.084595212	153.517
0.088857295	154.496
0.091082977	155.463
0.095785441	156.421
0.096758587	157.37
0.088880988	158.317
0.083829323	159.28
0.067985587	160.271
0.066912011	161.28
0.077459334	162.307
0.083963056	163.357
0.084745763	164.418
0.073453798	165.486
0.072695551	166.56
0.073217162	167.638
0.073567277	168.739
0.072390329	169.879
0.059516724	171.056
0.058565154	172.267
0.059747864	173.521
0.045827414	174.817
0.02986501	176.134
0.005800296	177.461
-0.013332267	178.836
-0.01519549	180.256
-0.023027149	181.715
-0.033712032	183.213
-0.032752522	184.746
-0.034210256	186.311
-0.040703354	187.911
-0.038173767	189.531
-0.032175032	191.171
-0.026744404	192.822
-0.010396415	194.441
-0.001112531	196.006
-0.007588175	197.504
-0.009733023	198.953
-0.007840554	200.367
-0.002962902	201.723
-0.005904861	203.039
-0.010219097	204.33
-0.005824417	205.563
-0.008819198	206.742
-0.015616216	207.867
-0.021022536	208.947
-0.025657473	210.003
-0.04806999	211.027
-0.086595081	212.019
-0.102364623	212.981
-0.108731108	213.901
-0.132467877	214.794
-0.134030291	215.667
-0.116890707	216.524
-0.11921793	217.383
-0.124501992	218.252
-0.135556459	219.111
-0.122594091	219.967
-0.099980004	220.833
-0.07733952	221.733
-0.053803938	222.674
-0.055592617	223.639
-0.056271453	224.629
-0.048435532	225.656
-0.040599245	226.74
-0.030888031	227.881
-0.026224693	229.054
-0.029476787	230.27
-0.030315892	231.542
-0.020754208	232.861
-0.006637021	234.22
0.00278706	235.618
0.002302556	237.057
0.003416479	238.538
0.006170288	240.061
0.006142506	241.623
0.00996691	243.213
0.010231854	244.845
0.004741044	246.497
0.001776442	248.135
0.000540011	249.723
0.001181032	251.242
0.002934884	252.687
0.001790183	254.066
0	255.38
-0.000867817	256.633
0	257.813
0.002777546	258.92
0.019265595	259.967
0.047776026	260.966
0.069895855	261.928
0.081699346	262.859
0.091625435	263.759
0.111644524	264.639
0.12012012	265.508
0.125407575	266.358
0.135906496	267.19
0.135336311	268.002
0.141322781	268.797
0.139198218	269.598
0.127534753	270.415
0.132661183	271.248
0.139217597	272.09
0.130821559	272.953
0.102417042	273.835
0.077936248	274.737
0.076599004	275.651
0.060908759	276.579
0.053410244	277.524
0.047639465	278.488
0.038255547	279.487
0.044988303	280.538
0.043940592	281.645
0.051179692	282.804
0.048600311	284.011
0.0339144	285.23
0.039268044	286.437
0.042025636	287.604
0.048344211	288.736
0.064201335	289.855
0.069237693	290.964
0.075683039	292.054
0.080032013	293.126
0.081274382	294.178
0.082081589	295.213
0.077639752	296.252
0.061459038	297.321
0.049287791	298.411
0.023054755	299.512
-0.022936832	300.629
-0.050955414	301.791
-0.063678044	303.002
-0.05899009	304.255
-0.044241915	305.545
-0.038578759	306.861
-0.033108198	308.199
-0.029807148	309.568
-0.018596694	310.987
0.005157909	312.441
0.020621958	313.929
0.027828797	315.47
0.035526503	317.061
0.035309488	318.693
0.029510712	320.343
0.026292956	322.008
0.022291574	323.694
0.021025188	325.411
0.024088259	327.159
0.028134935	328.94
0.03202562	330.75
0.031951944	332.585
0.032808399	334.43
0.034538735	336.288
0.034771724	338.161
0.033862721	340.048
0.031687686	341.937
0.032095516	343.831
0.029794714	345.732
0.020566399	347.615
0.012464321	349.441
0.008888573	351.192
0.007479655	352.872
0.009199124	354.482
0.011048869	356.033
0.001547616	357.517
-0.029345306	358.93
-0.055389387	360.315
-0.060595043	361.673
-0.065811122	362.988
-0.067485491	364.286
-0.063335233	365.573
-0.064230201	366.839
-0.067024129	368.078
-0.065819785	369.299
-0.063127328	370.528
-0.051395385	371.794
-0.035923411	373.108
-0.018975332	374.448
0.004385773	375.813
0.019247426	377.221
0.029835606	378.686
0.034344198	380.203
0.036964477	381.763
0.041330853	383.361
0.031234383	384.986
0.023559901	386.617
0.022008011	388.267
